0.726756760201887,0,0.966235070262234,3,2,4,3,4,1,1,2,2,2
0.0485518292777891,1,1.8639452669808,4,3,4,5,4,3,2,2,3,3
0.236050286334213,0,1.10460495472769,2,2,4,3,4,1,1,2,3,3
-0.711614354583117,1,0.294687262129548,2,2,3,3,3,1,1,1,2,1
0.292627275687786,1,-0.212957348203145,1,1,3,3,2,1,1,1,2,2
-0.910465763171385,1,-0.676919603734323,1,1,2,3,3,1,1,1,1,2
-0.615580615462743,1,-0.939126723219989,1,1,3,3,2,1,1,1,1,1
-0.495467358917323,0,-1.48551103921487,1,1,2,2,2,1,1,1,1,1
-0.133803315948424,0,1.19331022046472,2,2,4,4,3,2,2,1,2,3
0.017229375053534,1,-0.897750643047277,1,1,3,2,3,1,1,1,1,1
0.236978168227351,0,0.0194418057420332,1,2,3,3,3,1,1,1,1,2
0.282453126318882,1,0.480181773874594,3,2,4,3,3,1,1,2,2,2
-0.643762362493819,0,-0.66412397173297,1,1,2,2,2,1,1,1,1,1
-0.523838847674347,0,-0.493861588944615,1,1,2,3,3,1,1,1,1,1
1.99136199919845,0,0.757144526623815,2,2,3,3,4,2,2,1,3,2
-0.347024316571996,0,0.0184432480923394,2,1,3,3,3,1,1,1,2,2
1.55407375271013,0,1.34239501293225,2,3,4,5,4,2,2,2,3,2
0.660116726596651,1,-0.643483162952953,1,1,2,2,3,1,1,1,1,1
-1.21285120688371,0,1.26385891706684,3,3,4,4,4,1,1,2,2,3
-0.395691194205788,1,0.0112794102370793,2,2,3,3,3,1,1,1,2,2
0.466176445344382,0,0.606336430758287,2,1,3,4,3,2,1,1,2,2
-2.21971124400309,1,-1.58433018663827,1,1,2,1,2,1,1,1,1,1
-1.79327143958677,1,-0.811011386220604,1,1,2,3,3,1,1,1,1,1
0.275805681002768,1,-0.110005917568612,2,2,3,3,3,1,1,1,2,2
-0.258197113248624,1,0.851003752874493,2,2,3,3,4,1,1,1,2,2
